Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,FUR-FU-10001867,17.024,2,0.2,1.7024000000000008
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,TEC-AC-10003174,258.696,3,0.2,64.674
US-2018-118087,2018-09-09,2018-09-13,Standard Class,SP-20620,TEC-PH-10002200,1931.9579999999999,7,0.4,-386.3915999999997
CA-2015-110184,2015-07-12,2015-07-16,Standard Class,BF-11170,OFF-ST-10000107,249.75,9,0.0,44.95499999999998
CA-2015-110184,2015-07-12,2015-07-16,Standard Class,BF-11170,TEC-PH-10000439,255.93600000000004,8,0.2,28.79279999999997
CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,FUR-FU-10001602,113.78999999999999,3,0.0,20.48219999999999
CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,TEC-AC-10001432,78.15,1,0.0,34.38600000000001
CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,OFF-BI-10004656,1.7280000000000002,1,0.2,0.6047999999999999
CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,OFF-PA-10001685,40.56,4,0.0,19.8744
CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,OFF-ST-10001418,182.94,3,0.0,3.6587999999999994
CA-2017-126004,2017-12-04,2017-12-05,First Class,BM-11140,OFF-ST-10000676,193.86,2,0.0,11.631599999999992
CA-2018-100013,2018-11-06,2018-11-11,Standard Class,ZC-21910,OFF-EN-10001219,15.28,2,0.0,7.4872
CA-2018-100013,2018-11-06,2018-11-11,Standard Class,ZC-21910,FUR-FU-10001424,8.73,1,0.0,2.9681999999999995
CA-2018-100013,2018-11-06,2018-11-11,Standard Class,ZC-21910,OFF-AR-10001022,5.68,2,0.0,1.7607999999999997
CA-2016-132570,2016-10-31,2016-11-02,Second Class,KT-16480,OFF-AR-10000369,2.78,2,0.0,0.7227999999999999
CA-2016-132570,2016-10-31,2016-11-02,Second Class,KT-16480,OFF-EN-10003055,79.96,2,0.0,35.98199999999999
CA-2017-153682,2017-05-30,2017-06-01,First Class,BG-11695,TEC-CO-10001046,839.9879999999999,2,0.4,69.99899999999991
CA-2017-144344,2017-10-28,2017-10-28,Same Day,PG-18820,FUR-FU-10000076,47.952000000000005,3,0.2,13.786200000000006
CA-2017-144344,2017-10-28,2017-10-28,Same Day,PG-18820,OFF-BI-10003719,37.425000000000004,5,0.7,-29.940000000000012
CA-2017-144344,2017-10-28,2017-10-28,Same Day,PG-18820,FUR-FU-10003268,63.967999999999996,2,0.2,0.0
CA-2017-144344,2017-10-28,2017-10-28,Same Day,PG-18820,FUR-FU-10003553,165.048,3,0.2,41.262
CA-2015-127012,2015-08-11,2015-08-15,Standard Class,GM-14680,FUR-FU-10003691,12.35,1,0.0,5.434
CA-2015-127012,2015-08-11,2015-08-15,Standard Class,GM-14680,OFF-AR-10003903,40.97,1,0.0,10.6522
CA-2015-127012,2015-08-11,2015-08-15,Standard Class,GM-14680,OFF-FA-10004854,22.96,2,0.0,10.7912
CA-2017-128727,2017-08-29,2017-09-04,Standard Class,MO-17800,TEC-PH-10003442,22.0,4,0.0,5.5
US-2017-162859,2017-02-15,2017-02-22,Standard Class,PG-18820,OFF-BI-10004519,398.352,3,0.2,124.48499999999999
US-2017-162859,2017-02-15,2017-02-22,Standard Class,PG-18820,OFF-FA-10000304,8.72,4,0.0,3.5752000000000006
CA-2018-133641,2018-05-14,2018-05-21,Standard Class,EJ-14155,OFF-EN-10004955,48.69,9,0.0,23.8581
CA-2015-168494,2015-12-12,2015-12-14,Second Class,NP-18700,FUR-TA-10004619,764.6880000000001,6,0.2,95.5859999999999
CA-2015-168494,2015-12-12,2015-12-14,Second Class,NP-18700,FUR-TA-10003473,3610.848,12,0.2,135.4068000000002
CA-2015-168494,2015-12-12,2015-12-14,Second Class,NP-18700,FUR-BO-10004467,254.97449999999998,3,0.15,11.998799999999989
CA-2018-115602,2018-12-18,2018-12-24,Standard Class,DJ-13630,OFF-AR-10002280,38.82,6,0.0,17.468999999999998
CA-2018-115602,2018-12-18,2018-12-24,Standard Class,DJ-13630,FUR-CH-10001708,1141.9379999999999,9,0.1,139.5701999999999
CA-2018-115602,2018-12-18,2018-12-24,Standard Class,DJ-13630,OFF-AP-10000891,1704.56,13,0.0,511.368
CA-2018-115602,2018-12-18,2018-12-24,Standard Class,DJ-13630,OFF-AR-10000462,3.2,2,0.0,1.3760000000000003
CA-2016-154956,2016-07-04,2016-07-09,Standard Class,IM-15070,TEC-PH-10004165,1099.96,4,0.0,285.9896
CA-2018-144638,2018-03-10,2018-03-14,Standard Class,MH-18115,OFF-AR-10003958,5.248,2,0.2,0.5903999999999991
CA-2018-144638,2018-03-10,2018-03-14,Standard Class,MH-18115,TEC-PH-10000149,35.91,3,0.4,-8.379000000000003
CA-2018-144638,2018-03-10,2018-03-14,Standard Class,MH-18115,FUR-FU-10003724,6.696,1,0.2,0.5021999999999998
CA-2018-144638,2018-03-10,2018-03-14,Standard Class,MH-18115,FUR-FU-10003535,43.87200000000001,2,0.2,11.516399999999999
US-2017-168620,2017-12-24,2017-12-28,Second Class,RB-19795,OFF-BI-10001575,27.882000000000005,3,0.7,-20.446799999999996
US-2017-168620,2017-12-24,2017-12-28,Second Class,RB-19795,OFF-ST-10003716,540.048,3,0.2,-47.2542
US-2017-168620,2017-12-24,2017-12-28,Second Class,RB-19795,TEC-AC-10004469,255.68000000000004,8,0.2,76.70400000000001
CA-2018-117079,2018-10-23,2018-10-27,Standard Class,JR-15700,TEC-PH-10004586,863.8799999999999,3,0.2,107.98499999999996
US-2017-144393,2017-10-28,2017-11-04,Standard Class,SM-20950,OFF-BI-10004236,17.616000000000003,4,0.7,-14.0928
CA-2018-105053,2018-07-07,2018-07-09,Second Class,CS-12355,OFF-BI-10001634,17.472,3,0.2,6.333600000000001
CA-2017-155992,2017-10-01,2017-10-02,First Class,CC-12220,TEC-PH-10000215,69.9,2,0.0,18.873000000000005
CA-2017-155992,2017-10-01,2017-10-02,First Class,CC-12220,FUR-FU-10003724,41.849999999999994,5,0.0,10.880999999999998
CA-2018-110380,2018-09-02,2018-09-07,Standard Class,PF-19225,OFF-AR-10000422,6.57,3,0.0,1.7738999999999998
US-2015-167738,2015-12-24,2015-12-29,Standard Class,JC-16105,OFF-ST-10003306,142.86,1,0.0,41.42939999999999
US-2015-167738,2015-12-24,2015-12-29,Standard Class,JC-16105,FUR-CH-10001146,292.27200000000005,6,0.2,18.266999999999967
CA-2018-121412,2018-09-23,2018-09-27,Standard Class,BG-11695,FUR-FU-10000246,29.328000000000003,3,0.2,3.665999999999995
CA-2018-100426,2018-06-04,2018-06-08,Standard Class,DC-12850,OFF-PA-10002870,12.48,2,0.0,5.616
US-2017-103646,2017-04-21,2017-04-26,Standard Class,SP-20545,OFF-ST-10000563,102.33600000000001,4,0.2,-12.792000000000002
US-2017-103646,2017-04-21,2017-04-26,Standard Class,SP-20545,OFF-AP-10004487,48.79199999999999,3,0.8,-126.85920000000002
US-2017-103646,2017-04-21,2017-04-26,Standard Class,SP-20545,OFF-BI-10002854,44.84799999999999,8,0.8,-67.27200000000002
CA-2017-119186,2017-05-26,2017-05-26,Same Day,MS-17710,OFF-PA-10004621,10.368000000000002,2,0.2,3.6288
CA-2017-119186,2017-05-26,2017-05-26,Same Day,MS-17710,FUR-CH-10001973,388.42999999999995,5,0.3,-88.78399999999998
CA-2017-119186,2017-05-26,2017-05-26,Same Day,MS-17710,OFF-PA-10004040,14.352000000000002,3,0.2,5.2026
CA-2017-119186,2017-05-26,2017-05-26,Same Day,MS-17710,TEC-AC-10000580,63.992,1,0.2,-7.199099999999996
CA-2017-148698,2017-05-02,2017-05-07,Standard Class,BD-11770,OFF-AR-10004022,86.352,3,0.2,5.396999999999991
CA-2015-163293,2015-09-08,2015-09-11,First Class,KC-16255,TEC-AC-10004209,32.97,3,0.0,12.8583
CA-2015-163293,2015-09-08,2015-09-11,First Class,KC-16255,TEC-AC-10000023,83.88,4,0.0,30.196799999999996
CA-2017-160815,2017-09-05,2017-09-06,First Class,TR-21325,TEC-PH-10003505,278.4,3,0.0,80.73599999999998
CA-2018-122154,2018-04-09,2018-04-11,First Class,SA-20830,OFF-LA-10000121,15.120000000000001,3,0.2,4.913999999999999
CA-2018-122154,2018-04-09,2018-04-11,First Class,SA-20830,OFF-BI-10002026,17.430000000000003,1,0.7,-13.363000000000003
CA-2018-122154,2018-04-09,2018-04-11,First Class,SA-20830,OFF-PA-10000994,251.64,3,0.2,88.07399999999998
US-2016-149692,2016-12-06,2016-12-12,Standard Class,KW-16435,OFF-BI-10002813,2.7719999999999994,7,0.8,-4.851000000000001
CA-2017-119445,2017-06-26,2017-07-03,Standard Class,GM-14500,OFF-ST-10000617,14.9,5,0.0,1.0429999999999984
CA-2016-124268,2016-07-04,2016-07-08,Standard Class,AD-10180,OFF-AR-10004817,15.48,3,0.0,4.4891999999999985
CA-2017-154711,2017-11-22,2017-11-26,Standard Class,TB-21355,FUR-FU-10000397,39.88,2,0.0,11.166400000000003
CA-2017-154711,2017-11-22,2017-11-26,Standard Class,TB-21355,OFF-BI-10000605,12.192,4,0.2,4.114799999999999
CA-2017-154711,2017-11-22,2017-11-26,Standard Class,TB-21355,OFF-AR-10001860,20.82,3,0.0,7.4952000000000005
CA-2017-163384,2017-11-10,2017-11-12,First Class,CC-12430,OFF-BI-10004970,13.216000000000001,4,0.2,4.4604
CA-2017-163384,2017-11-10,2017-11-12,First Class,CC-12430,OFF-PA-10003172,32.400000000000006,5,0.0,15.552000000000001
CA-2016-101707,2016-08-27,2016-09-01,Standard Class,PF-19165,OFF-SU-10001218,32.94,3,0.0,9.223200000000002
CA-2016-101707,2016-08-27,2016-09-01,Standard Class,PF-19165,OFF-PA-10002968,114.2,5,0.0,52.532
CA-2016-101707,2016-08-27,2016-09-01,Standard Class,PF-19165,OFF-LA-10000134,3.08,1,0.0,1.4784
CA-2016-138898,2016-05-25,2016-05-29,Standard Class,JH-16180,OFF-AP-10004487,845.728,13,0.2,84.57279999999994
CA-2018-115427,2018-12-30,2019-01-03,Standard Class,EB-13975,OFF-BI-10002103,13.904,2,0.2,4.5188
CA-2018-115427,2018-12-30,2019-01-03,Standard Class,EB-13975,OFF-BI-10004632,20.72,2,0.2,6.474999999999998
CA-2017-134425,2017-12-08,2017-12-12,Second Class,QJ-19255,TEC-PH-10003555,114.94999999999999,5,0.0,2.2990000000000066
CA-2016-121391,2016-10-04,2016-10-07,First Class,AA-10315,OFF-ST-10001590,26.96,2,0.0,7.009599999999999
CA-2017-137043,2017-12-23,2017-12-25,Second Class,LC-17140,FUR-FU-10003664,572.76,6,0.0,166.10039999999995
CA-2017-137043,2017-12-23,2017-12-25,Second Class,LC-17140,FUR-FU-10003664,286.38,3,0.0,83.05019999999998
CA-2016-115847,2016-09-19,2016-09-24,Second Class,TC-21535,FUR-BO-10003433,61.96,2,0.0,4.337199999999996
US-2018-126179,2018-07-03,2018-07-07,Standard Class,CS-12460,FUR-FU-10002554,23.99,1,0.0,5.517699999999998
US-2018-126179,2018-07-03,2018-07-07,Standard Class,CS-12460,TEC-PH-10001557,287.96999999999997,3,0.0,77.75189999999999
CA-2017-101966,2017-07-14,2017-07-16,Second Class,BM-11785,TEC-PH-10003437,419.94399999999996,7,0.2,52.49299999999997
CA-2017-141397,2017-06-20,2017-06-21,First Class,RC-19825,OFF-PA-10002986,46.76,7,0.0,22.4448
CA-2017-141397,2017-06-20,2017-06-21,First Class,RC-19825,OFF-BI-10000320,17.712,3,0.2,6.420600000000001
CA-2017-141397,2017-06-20,2017-06-21,First Class,RC-19825,OFF-AP-10003971,21.78,2,0.0,5.662800000000001
CA-2017-141397,2017-06-20,2017-06-21,First Class,RC-19825,OFF-ST-10001469,161.94,3,0.0,9.716399999999993
CA-2017-141397,2017-06-20,2017-06-21,First Class,RC-19825,FUR-CH-10003846,161.568,2,0.2,-8.078399999999995
CA-2017-141082,2017-12-09,2017-12-13,Standard Class,FM-14380,OFF-LA-10001404,3.69,1,0.0,1.7343
CA-2017-141082,2017-12-09,2017-12-13,Standard Class,FM-14380,OFF-LA-10001474,122.12,4,0.0,56.175200000000004
US-2017-134488,2017-09-24,2017-10-01,Standard Class,PK-19075,FUR-CH-10003199,155.37199999999999,2,0.3,-13.317599999999999
CA-2017-145919,2017-12-18,2017-12-23,Standard Class,HG-14965,OFF-PA-10003072,38.88,6,0.0,18.6624
CA-2017-145919,2017-12-18,2017-12-23,Standard Class,HG-14965,FUR-FU-10004960,183.84,8,0.0,62.5056
CA-2017-145919,2017-12-18,2017-12-23,Standard Class,HG-14965,OFF-SU-10003505,579.3,5,0.0,28.96499999999996
CA-2018-157651,2018-12-10,2018-12-14,Standard Class,HA-14920,TEC-AC-10003116,14.200000000000001,1,0.2,3.372499999999999
CA-2015-160773,2015-07-01,2015-07-05,Standard Class,LW-16825,TEC-PH-10004586,575.92,2,0.2,71.98999999999998
CA-2015-160773,2015-07-01,2015-07-05,Standard Class,LW-16825,OFF-BI-10000546,5.184000000000001,6,0.7,-3.6288
CA-2018-167703,2018-02-03,2018-02-08,Standard Class,MC-17575,OFF-BI-10002071,5.229,3,0.7,-4.183199999999998
CA-2018-167703,2018-02-03,2018-02-08,Standard Class,MC-17575,OFF-ST-10001490,285.552,2,0.2,35.69399999999996
CA-2018-121804,2018-03-03,2018-03-08,Standard Class,LP-17095,OFF-AP-10004859,72.8,5,0.0,19.656000000000002
CA-2018-162635,2018-10-09,2018-10-10,First Class,EB-14170,OFF-PA-10002659,10.816,4,0.2,3.5151999999999988
CA-2015-107153,2015-09-28,2015-10-03,Standard Class,GZ-14545,OFF-ST-10001321,46.26,3,0.0,12.490200000000003
US-2015-117058,2015-05-27,2015-05-30,First Class,LE-16810,OFF-BI-10004139,17.459999999999997,6,0.8,-30.555000000000007
CA-2016-120439,2016-06-14,2016-06-18,Standard Class,AD-10180,FUR-FU-10001867,51.072,6,0.2,5.107200000000002
CA-2017-128258,2017-03-30,2017-04-01,First Class,CP-12085,OFF-PA-10004156,11.34,1,0.0,5.5565999999999995
CA-2018-106033,2018-10-15,2018-10-18,Second Class,FG-14260,OFF-AR-10002818,87.92,4,0.0,26.375999999999998
CA-2017-142762,2017-05-23,2017-05-27,Standard Class,LD-17005,FUR-FU-10003691,37.05,3,0.0,16.302
CA-2018-127705,2018-06-02,2018-06-06,Standard Class,AB-10255,TEC-PH-10000347,2.97,1,0.4,-0.6435000000000002
CA-2018-127705,2018-06-02,2018-06-06,Standard Class,AB-10255,OFF-ST-10004507,27.439999999999998,2,0.2,2.401
CA-2015-122567,2015-02-16,2015-02-21,Standard Class,MN-17935,OFF-BI-10002012,1.0799999999999998,3,0.8,-1.7280000000000002
CA-2015-122567,2015-02-16,2015-02-21,Standard Class,MN-17935,OFF-AP-10001303,7.959999999999997,2,0.8,-13.930000000000003
CA-2015-121664,2015-05-06,2015-05-10,Standard Class,HP-14815,OFF-BI-10003684,140.736,8,0.2,52.775999999999996
CA-2017-122133,2017-05-16,2017-05-23,Standard Class,JR-15670,OFF-ST-10002574,552.56,4,0.0,0.0
US-2018-123281,2018-04-02,2018-04-07,Standard Class,JF-15190,FUR-FU-10003724,25.11,3,0.0,6.528599999999999
CA-2018-100524,2018-03-31,2018-04-02,Second Class,CM-12115,FUR-FU-10004018,29.78,2,0.0,8.040600000000001
CA-2018-100524,2018-03-31,2018-04-02,Second Class,CM-12115,TEC-PH-10002549,677.58,3,0.0,176.1708
CA-2018-100524,2018-03-31,2018-04-02,Second Class,CM-12115,OFF-PA-10004911,75.04,8,0.0,36.019200000000005
CA-2018-113481,2018-01-02,2018-01-04,First Class,AS-10045,TEC-MA-10002178,695.7,2,0.5,-27.827999999999975
CA-2018-113481,2018-01-02,2018-01-04,First Class,AS-10045,OFF-BI-10003694,15.66,5,0.7,-12.527999999999995
CA-2018-113481,2018-01-02,2018-01-04,First Class,AS-10045,OFF-BI-10000474,28.854000000000006,6,0.7,-21.159599999999998
CA-2016-131758,2016-05-28,2016-06-01,Standard Class,KB-16315,OFF-AR-10000411,47.82,3,0.0,14.345999999999995
CA-2016-131758,2016-05-28,2016-06-01,Standard Class,KB-16315,OFF-LA-10000262,13.049999999999999,5,0.0,6.002999999999999
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,BN-11515,OFF-AP-10001154,93.78,2,0.0,36.574200000000005
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,BN-11515,OFF-PA-10000466,47.18,7,0.0,23.59
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,BN-11515,OFF-AR-10003829,19.68,6,0.0,5.707199999999998
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,BN-11515,OFF-BI-10001758,53.4,10,0.0,25.098
CA-2015-118339,2015-03-17,2015-03-24,Standard Class,BN-11515,OFF-BI-10000136,35.88,6,0.0,17.2224
CA-2015-153976,2015-10-03,2015-10-08,Second Class,BP-11290,FUR-CH-10002880,258.279,3,0.3,-70.10430000000002
CA-2017-162901,2017-03-28,2017-03-31,First Class,AS-10045,OFF-ST-10000649,31.4,2,0.0,7.850000000000001
CA-2018-162978,2018-05-04,2018-05-09,Standard Class,LW-16990,TEC-PH-10003092,183.96,5,0.2,20.69549999999999
CA-2018-162978,2018-05-04,2018-05-09,Standard Class,LW-16990,OFF-PA-10002250,17.61,3,0.0,8.4528
CA-2018-162978,2018-05-04,2018-05-09,Standard Class,LW-16990,FUR-TA-10003473,300.904,1,0.2,11.283900000000017
US-2015-160444,2015-07-05,2015-07-05,Same Day,DC-12850,OFF-ST-10001522,220.776,3,0.2,-44.15520000000002
US-2015-160444,2015-07-05,2015-07-05,Same Day,DC-12850,OFF-ST-10000563,281.42400000000004,11,0.2,-35.178000000000004
CA-2017-145247,2017-05-05,2017-05-07,First Class,ND-18370,OFF-PA-10003641,79.14,3,0.0,36.404399999999995
CA-2018-160045,2018-04-26,2018-04-27,First Class,LB-16735,FUR-FU-10000010,1.988,1,0.6,-1.4413
US-2015-151925,2015-09-26,2015-10-01,Second Class,KT-16465,FUR-CH-10002961,145.568,2,0.2,0.0
CA-2018-125199,2018-10-19,2018-10-25,Standard Class,HM-14860,OFF-AR-10002956,123.256,7,0.2,9.2442
CA-2018-125199,2018-10-19,2018-10-25,Standard Class,HM-14860,OFF-PA-10004041,23.680000000000003,4,0.2,7.3999999999999995
CA-2018-125199,2018-10-19,2018-10-25,Standard Class,HM-14860,TEC-PH-10001336,309.576,4,0.4,-56.755600000000015
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600,OFF-BI-10001036,38.388000000000005,14,0.7,-25.592
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600,TEC-MA-10003183,95.99400000000001,2,0.7,-63.99599999999998
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600,TEC-AC-10001314,239.95200000000003,6,0.2,-35.99280000000004
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600,TEC-PH-10002563,201.584,2,0.2,15.118800000000007
US-2018-155425,2018-11-10,2018-11-11,First Class,AB-10600,FUR-CH-10003312,899.1360000000001,4,0.2,-146.10960000000014
CA-2018-133249,2018-07-08,2018-07-11,First Class,SZ-20035,FUR-FU-10001588,145.9,5,0.0,62.736999999999995
US-2016-103471,2016-12-24,2016-12-28,Standard Class,JR-15670,FUR-BO-10002613,590.0580000000001,7,0.7,-786.7440000000003
US-2016-103471,2016-12-24,2016-12-28,Standard Class,JR-15670,OFF-AR-10003405,14.04,3,0.2,1.5794999999999986
CA-2018-136672,2018-03-07,2018-03-12,Standard Class,MG-17890,TEC-AC-10004510,49.08,3,0.0,4.907999999999998
US-2015-157021,2015-04-01,2015-04-06,Second Class,KM-16720,OFF-LA-10002312,29.6,2,0.0,14.8
US-2015-157021,2015-04-01,2015-04-06,Second Class,KM-16720,OFF-BI-10000042,17.088,4,0.2,5.553599999999999
CA-2016-120362,2016-09-14,2016-09-19,Standard Class,CA-12265,FUR-TA-10003008,912.75,5,0.0,118.65750000000006
CA-2015-126361,2015-08-04,2015-08-09,Second Class,VD-21670,OFF-AP-10003590,1089.75,3,0.0,305.1300000000001
CA-2015-126361,2015-08-04,2015-08-09,Second Class,VD-21670,OFF-PA-10000806,447.84,8,0.0,219.4416
CA-2015-126361,2015-08-04,2015-08-09,Second Class,VD-21670,OFF-AR-10000896,16.4,5,0.0,4.263999999999999
CA-2015-126361,2015-08-04,2015-08-09,Second Class,VD-21670,TEC-PH-10002310,399.96000000000004,5,0.2,34.99649999999997
CA-2015-126361,2015-08-04,2015-08-09,Second Class,VD-21670,OFF-ST-10002289,158.9,5,0.0,7.944999999999993
CA-2015-126361,2015-08-04,2015-08-09,Second Class,VD-21670,OFF-BI-10002852,13.184000000000001,1,0.2,4.7792
US-2017-100566,2017-09-03,2017-09-09,Standard Class,JK-16120,FUR-FU-10003394,83.952,3,0.6,-90.24839999999999
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,OFF-ST-10002344,80.98,1,0.0,1.6196000000000055
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,OFF-PA-10001289,348.84,9,0.0,170.9316
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,OFF-FA-10000053,9.45,5,0.0,0.18900000000000028
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,FUR-FU-10004091,18.84,3,0.0,7.1592
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,FUR-BO-10004015,239.98,2,0.0,52.79559999999998
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,OFF-EN-10003001,167.96,2,0.0,78.9412
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,TEC-PH-10000215,104.85000000000001,3,0.0,28.309500000000007
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,TEC-PH-10003645,484.83000000000004,3,0.0,126.05580000000002
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,OFF-PA-10000357,122.97,3,0.0,60.255300000000005
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,OFF-ST-10004804,154.44,3,0.0,1.544400000000003
US-2017-108504,2017-02-05,2017-02-05,Same Day,PP-18955,OFF-PA-10003892,342.37,7,0.0,160.91389999999998
CA-2018-124828,2018-07-03,2018-07-04,First Class,YS-21880,OFF-AR-10003514,9.552,3,0.2,1.5521999999999991
US-2018-117247,2018-10-09,2018-10-14,Standard Class,CK-12760,FUR-TA-10002958,652.45,5,0.5,-430.6170000000002
US-2018-117247,2018-10-09,2018-10-14,Standard Class,CK-12760,FUR-TA-10001676,66.645,3,0.5,-42.6528
CA-2017-124485,2017-11-24,2017-11-26,First Class,NC-18340,OFF-BI-10000822,17.216,4,0.2,6.025599999999999
CA-2017-124485,2017-11-24,2017-11-26,First Class,NC-18340,OFF-PA-10004971,11.56,2,0.0,5.6644000000000005
CA-2017-124485,2017-11-24,2017-11-26,First Class,NC-18340,TEC-AC-10002323,88.4,4,0.0,11.492000000000004
CA-2017-124485,2017-11-24,2017-11-26,First Class,NC-18340,OFF-PA-10004888,6.48,1,0.0,3.1104000000000003
CA-2017-159212,2017-11-01,2017-11-05,Standard Class,KM-16375,TEC-PH-10003988,21.8,2,0.0,6.104000000000001
CA-2017-159212,2017-11-01,2017-11-05,Standard Class,KM-16375,OFF-EN-10002230,251.79000000000002,3,0.0,118.34129999999999
US-2017-161396,2017-04-19,2017-04-25,Standard Class,GM-14455,FUR-TA-10002622,205.176,2,0.4,-58.13319999999999
US-2017-161396,2017-04-19,2017-04-25,Standard Class,GM-14455,OFF-PA-10000418,419.4,5,0.2,146.79
US-2015-118486,2015-04-06,2015-04-08,First Class,SD-20485,OFF-SU-10004498,10.304000000000002,1,0.2,-2.1896000000000004
US-2015-118486,2015-04-06,2015-04-08,First Class,SD-20485,FUR-TA-10001039,154.764,3,0.4,-36.11160000000001
US-2015-118486,2015-04-06,2015-04-08,First Class,SD-20485,TEC-AC-10004659,116.78399999999999,2,0.2,21.89699999999999
CA-2017-130407,2017-09-02,2017-09-06,Standard Class,KD-16270,OFF-AR-10002240,75.48,2,0.0,19.6248
CA-2017-130407,2017-09-02,2017-09-06,Standard Class,KD-16270,FUR-FU-10001967,39.98,2,0.0,9.994999999999997
US-2017-122245,2017-09-25,2017-09-30,Standard Class,AB-10105,FUR-TA-10002356,393.165,3,0.5,-204.44580000000005
CA-2018-105144,2018-11-04,2018-11-11,Standard Class,SZ-20035,OFF-LA-10003923,23.680000000000003,2,0.2,8.879999999999999
CA-2017-136329,2017-07-09,2017-07-13,Standard Class,JD-15895,FUR-CH-10002335,408.006,2,0.1,72.5344
CA-2017-136329,2017-07-09,2017-07-13,Standard Class,JD-15895,FUR-FU-10000723,165.28,4,0.0,14.875200000000007
CA-2015-146640,2015-06-30,2015-07-05,Standard Class,HA-14905,OFF-BI-10002867,334.76800000000003,7,0.2,108.79959999999997
CA-2018-115994,2018-01-28,2018-01-31,Second Class,BT-11305,TEC-AC-10000580,239.96999999999997,3,0.0,26.39670000000001
CA-2018-115994,2018-01-28,2018-01-31,Second Class,BT-11305,FUR-FU-10003976,37.74,3,0.0,12.831599999999996
CA-2016-126697,2016-09-21,2016-09-24,First Class,SV-20815,TEC-PH-10002922,946.344,7,0.2,118.29299999999989
CA-2016-126697,2016-09-21,2016-09-24,First Class,SV-20815,TEC-AC-10004353,151.20000000000002,3,0.2,32.13
CA-2016-126697,2016-09-21,2016-09-24,First Class,SV-20815,FUR-FU-10001706,4.928000000000001,4,0.6,-1.4783999999999997
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,RW-19540,OFF-PA-10000501,86.272,4,0.2,31.2736
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,RW-19540,OFF-BI-10000778,72.58800000000001,2,0.7,-48.39199999999998
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,RW-19540,OFF-AP-10004980,60.672000000000004,2,0.2,14.409600000000003
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,RW-19540,OFF-BI-10003984,77.031,9,0.7,-59.057100000000005
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,RW-19540,OFF-ST-10000798,119.90400000000001,6,0.2,-1.4988000000000135
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,RW-19540,TEC-PH-10001750,263.96000000000004,5,0.2,23.096500000000006
CA-2016-124800,2016-09-26,2016-09-30,Standard Class,RW-19540,OFF-ST-10002743,363.648,4,0.2,-86.36640000000003
US-2016-164448,2016-10-31,2016-11-04,Second Class,DK-12835,OFF-BI-10002949,9.728000000000002,2,0.2,3.283199999999999
US-2016-164448,2016-10-31,2016-11-04,Second Class,DK-12835,OFF-EN-10002600,14.75,5,0.0,7.08
US-2016-164448,2016-10-31,2016-11-04,Second Class,DK-12835,OFF-BI-10003708,29.800000000000004,5,0.2,9.312499999999998
US-2016-164448,2016-10-31,2016-11-04,Second Class,DK-12835,OFF-LA-10003510,427.42,14,0.0,196.6132
CA-2018-122700,2018-11-26,2018-11-30,Standard Class,LT-17110,TEC-PH-10003092,220.752,8,0.4,-40.47120000000001
CA-2015-120768,2015-12-19,2015-12-21,Second Class,IM-15070,OFF-BI-10001191,152.76,6,0.0,74.8524
CA-2015-120768,2015-12-19,2015-12-21,Second Class,IM-15070,OFF-SU-10004115,7.27,1,0.0,1.9629000000000003
CA-2015-120768,2015-12-19,2015-12-21,Second Class,IM-15070,FUR-CH-10000513,1819.8600000000001,14,0.0,163.78740000000002
US-2017-153129,2017-12-26,2017-12-30,Standard Class,FP-14320,OFF-PA-10003673,33.9,5,0.0,15.594
